ID,YearBuilt,Age,ConcreteType,DesignType,Rated_Load_Capacity,SlabThickness,Bear_Surface_Area,No_Of_Beams,Length,Width,Height,MinimumTemperature,AverageTemperature,MaximumTemperature,MinimumRelativeHumidity,AverageRelativeHumidity,MaximumRelativeHumidity,AverageWindSpeed,MinimumNO2,AverageNO2,MaximumNO2,MinimumSO2,AverageSO2,MaximumSO2,MinimumCO,AverageCO,MaximumCO,MinimumCO2,AverageCO2,MaximumCO2,MinimumRain,AverageRain,MaximumRain,MinimumWaterLevel,AverageWaterLevel,MaximumWaterLevel,MinimumTrafficVolume,AverageTrafficVolume,MaximumTrafficVolume,SpeedLimit,No_of_Maintenance,No_Of_Vehicle_Passed,AverageTimeGapInMaintenance,Ultrasonic Testing (UT),Ground Penetrating Radar (GPR),Acoustic Emission (AE) Testing,Rebound Hammer Test (Schmidt Hammer Test),Crack_Surface_Area,Durability,RemainingLifeSpan,MaintenanceRequired
11,1982,43,Self-Consolidating,Beam,39.643434067999834,0.5338340301877242,59.617613345399135,12,738.8194029186994,39.7875295195764,92.3808194643515,-27.84157367834695,13.117897607777222,30.096538150944426,32.37638228443714,59.12069402054685,83.02335623543996,16.180065613171372,0.3514414120762477,43.415712407077514,94.27301386129557,2.4792849415037255,19.3789767173939,48.45385472870255,0.9247048624380195,2.0888888189266206,7.640731101180996,312.59178029639986,433.7566137721253,557.9409341444017,0.16089307320667823,12.144570352523743,121.50418846955607,0.17690630687765274,4.461429360741411,9.483862018267418,802,4151,6173,33,13,8824019,5.245765414683879,0.7967144337109404,0.7879287167577044,0.6070878980469889,0.058870070341899505,6.08849328486982,80.49167135009385,72.84252735966598,No
12,1986,39,High-Strength,Cable-Stayed,62.10900243988212,0.9317035500539634,15.798510300033094,11,689.492323161559,47.683175056285286,58.322995688901585,-12.788122652091047,20.657737863370883,24.59721527835549,14.553121360554664,48.11153293089775,87.88778242094634,16.115687934639748,1.550439020209784,23.014622474331546,96.57628113669355,7.81672583199546,29.27369794234832,46.648655189062836,0.1072657017265971,4.946677807731129,9.922627458007184,343.234166783167,358.1520911597608,455.62454595300414,1.111906106199323,21.127975462207168,161.02471310405704,0.40992418140846165,1.2622807536371274,6.3567378147289455,769,4567,5066,104,14,576008,3.8011032753408998,0.12311164965368426,0.7092230490405683,0.6886051058630123,0.08275096928639192,2.339484299465152,58.8107245674078,83.95760662233545,Yes
13,1974,51,Self-Consolidating,Truss,64.21262887066476,0.5262647074667086,181.1185737759209,15,518.0652366425651,46.85594940486378,14.722391342354465,2.1078254579176345,8.625758718702615,49.98765314605839,32.00205809817345,49.78374359145839,96.0989017542467,1.4354841513449013,19.444103851201373,20.857437105944452,52.213845853063205,4.453275683372518,19.228297401460388,41.88508906089577,0.26462150640357984,2.8520816351342266,6.849341688953325,306.8930712203523,408.2068276329116,556.7893411037005,7.891187786958413,15.709080749434658,105.99755283748543,0.325009636196972,3.7499028577203344,8.09681682797506,513,3626,5139,92,8,5109205,5.610179002024506,0.4884383044241507,0.37487033434746353,0.4688149806642242,0.00596830584577257,6.369038233285761,79.11193725308878,4.479055301688184,No
14,1974,51,Self-Consolidating,Beam,62.89910066464659,0.5567683004501329,199.8454473969306,4,426.05785858038905,10.625010460879473,19.511106661086487,-23.541703647090376,10.635156485407716,25.047105308286753,35.4361519884818,50.74020848285294,72.13679491803616,13.473074827598435,6.313866901885432,24.915781143654822,52.72995785043352,2.5610911585939244,17.801545542226325,44.25851808436305,0.9633866826258218,3.495029507259028,6.149620426143838,301.86931766491904,401.57119198462055,462.7678595311089,4.165624130885787,33.16478740596473,98.23672019557827,0.7758543172117115,3.710615334513186,8.421361186467875,123,1699,5811,72,19,415798,1.6576646209292383,0.6940391679253425,0.7925134001818682,0.1685805192891502,0.9626582085371013,0.19183694043713895,87.56676132608392,53.24006307475422,Yes
15,1987,38,High-Strength,Truss,20.584777116983865,0.30143727854938734,165.13928438669382,15,660.588145634689,7.460250764294628,70.48646132248365,0.5791074370081581,5.367106650764732,23.48926332277196,13.590710259813891,66.08292266745241,99.41716604295739,8.706771821336535,17.60593831777347,27.952755249213496,58.05491747184722,3.7854524217661636,14.44414759704692,48.032858317815716,0.7718532616184468,1.411435933164079,9.719152792748272,346.27431845611943,439.49550837119415,457.95993883088767,3.8607104144559434,36.89082724365692,170.87459684398294,0.1583412317114481,3.191773277846417,6.375763916553711,822,3215,9812,65,15,3693302,3.3328234079358485,0.3879694436839807,0.6861023247288532,0.8821258016666772,0.8524255327324298,3.9590053090523702,52.895852753778186,1.2120488090627601,Yes
16,2016,9,Normal,Truss,64.02028697744464,0.4567494280727039,88.39325776308176,18,42.10898713657517,39.96417379624738,62.80307871999078,-15.031374752221698,9.61220019625355,45.020832633943414,16.92004330468072,67.87736661713252,89.80562119888643,14.966529046019165,4.076049469593094,37.36781260632338,66.12964612075811,1.0538409975847907,28.03944855197459,49.959993398490425,0.20053902603576845,2.9747686333644756,5.998424841096465,304.05281914517064,360.67307884756616,463.3856458018146,4.278308949196939,39.923325350587916,141.29868981321138,0.8155005044539229,3.4461687406657315,5.962920658949884,193,3090,5755,116,17,321367,8.723487641302356,0.4435762836938212,0.5278388265390896,0.9212357206573981,0.029963998862504004,0.20115205978598394,89.25327610669514,98.27007052202971,No
17,1999,26,High-Strength,Truss,46.87721981716465,0.5206723763138275,77.24737566112117,5,84.93268004786756,36.94827705189344,20.90836460022518,-28.917531520650787,8.268064307556312,45.35576122902756,13.711972021715095,61.66001724617778,92.91545434105988,18.803935916794824,17.093991504552367,47.32649851145969,74.0776486668745,8.222768119615044,10.687313979453927,49.14469293453014,0.36893648635334375,2.586663897434305,8.786286632643499,312.34404397623945,433.32016904853583,592.6982712106292,3.0141417685462124,14.786683999479324,100.1312433887519,0.670156606414781,4.951934386493539,5.067000722314524,223,3735,9926,51,16,5159394,3.1593260585041376,0.7849491959510034,0.5242734570022652,0.7827499721733333,0.30363600114645317,2.801677057627523,88.4738802154995,3.0329102125847607,No
18,2003,22,Normal,Beam,91.27473987274543,0.21400700350228075,157.1896878948949,7,577.35588708519,12.9277614659083,90.91145336067413,8.128313965049664,19.952431557561376,36.493287283437056,34.239132882608246,45.60745737566985,81.93788863396802,8.592883266051999,1.2884766413816728,33.135580609771964,61.33260818814179,1.5226875533852202,24.221917541786144,57.502962873802176,0.7263176874370509,3.4539423682831734,7.274998657788062,317.8146735420838,449.71623301837644,567.1155105266589,6.8619031921872065,17.2619602426169,107.23936970124967,0.5078252872009952,2.4925399241454707,6.015434224867352,760,3115,7424,80,13,9411915,3.8965245255091014,0.11330587817434157,0.5889757237690295,0.46379621826637596,0.22184425567377153,8.049100610897767,98.59417647127927,57.42066772308581,No
19,1923,102,Normal,Cable-Stayed,92.0785776496925,0.5500595747542631,106.88957070092204,6,218.17595333394772,35.80553000169468,17.625873659484043,-22.745691443804425,28.609517400335573,28.25330745005655,10.655885656622285,61.04858100544201,98.27027580858274,4.081952071468782,3.07088394661311,31.84375038718347,86.97563855320917,8.260474803332505,14.986777740337523,39.00973439346127,0.9179882688888901,2.1673636929323115,8.451147227560956,333.1083482231219,427.72471104557275,463.66702845555307,3.198932019387991,23.93090846415282,136.55984649548225,0.3661302151629332,2.1570576017554655,8.493201523763974,861,4256,7743,38,12,6471505,6.9558396223634285,0.723045057600901,0.05089223482578287,0.2588079185884409,0.7843274601438084,2.440516772841681,80.84373470152885,99.00404694562614,Yes
20,1902,123,High-Strength,Beam,79.13564440154555,0.46905484101384504,188.49699145972767,11,777.0361552606895,5.696953965231073,53.59949067512626,-16.609262510850016,10.38414683319878,29.230304922343485,36.829407591754304,47.67061878362145,79.95798944428829,12.162020534606333,16.213660596293067,41.10737228571267,91.81140925397258,0.5306113780631061,25.034891587601116,53.40767617651581,0.25319322103884956,3.9432777201420923,6.846992950809549,333.23512578745584,381.39334259359885,549.081455535695,1.4977135253671292,32.63137736699996,157.73456364558888,0.616905752928411,1.8559302282685346,6.511802759194466,346,3241,6237,97,9,5126415,5.20339336615273,0.32199583105482665,0.9705579797769803,0.09687374300270901,0.8496633946705434,8.589593941120736,53.83466312145432,41.563182889799556,Yes
21,1921,104,Normal,Beam,73.27964359893018,0.8430717886403936,63.12013263208717,8,774.6403348591778,33.402293817913474,55.18796256139316,-10.770887283814481,8.232816799809246,29.10634330495,26.119357440882432,44.279097140116534,93.20958268023314,2.6819708980571844,17.562946341201933,20.732016797823484,83.6366843679973,0.4252037553750132,26.458101928349457,32.51747191397003,0.9493648971208424,3.5790136341974423,5.539062647427398,349.427779967936,383.77300848247427,543.8213242788823,2.369177689552263,23.873798400390474,111.55519145114528,0.7344721370504951,4.9497998807522166,8.115174262445661,153,2930,6727,64,9,8553389,9.612630833809753,0.27149476962570496,0.9645474350718067,0.8296794496086873,0.4000180131893366,1.4679950449904533,69.90653595258453,50.59120016322225,Yes
22,1952,73,Normal,Truss,20.345744558572573,0.2856900907566344,71.52541742181245,16,712.8624598115437,42.45375001555116,87.69772387758567,7.977728808327377,18.38213469449573,45.96696683149597,16.471376223022393,55.314449370223656,94.6502508539235,3.4404798068772524,9.972563611488463,45.26998718403536,58.70672876231205,8.591526008906413,21.688935255752227,32.87015787163659,0.6208370960942831,4.576338953525426,7.287526186677317,313.8787804031878,407.74321568548777,593.9117872938979,9.8996412246556,41.38818043077406,86.28635195583745,0.8777596991548114,1.3461483877897855,6.343588589859436,662,2856,8385,36,15,6858186,2.2864207917688018,0.4832898373490445,0.4758534213161898,0.8752225581280155,0.07496795854921379,6.421566965780604,77.9765535778006,34.01216525617542,No
23,1901,124,High-Strength,Suspension,17.62247904280275,0.8081689015383129,199.77673303590106,19,904.5666587872967,33.8827550407497,7.104270518850807,-6.753293547394325,9.526933786219681,20.51269655343978,14.52458090738103,67.08213183351049,90.52705692162817,19.048893782821818,3.8566726575314725,32.533029539543215,60.127140550870244,5.641366859977424,10.202466483923157,30.54848229160003,0.3982875492396758,1.3178130675248143,7.6613454798138365,304.2774086236534,368.7620497950196,531.7648305681769,8.113472619190919,25.633920703322133,114.2932137603504,0.5170265688000638,4.376333585602362,5.6455254130505566,100,3289,5258,111,13,1484051,3.7707242620669073,0.06449122918242656,0.4320506176977801,0.9350657620095042,0.9423753921880209,6.85557239751577,92.81030365024122,83.25798369067695,Yes
24,1987,38,High-Strength,Suspension,85.67503218226773,0.7712092346213872,195.853205147773,2,149.42658877442912,7.942838933271146,17.96291158624944,6.2136368190111,18.540970603873156,41.31007903595486,14.61580470947352,51.08947512370736,92.76483800823613,2.8124548098693425,14.32870300041449,23.610953201036263,72.81133384133898,0.10002370049075449,18.515521851864232,30.963927701395743,0.9504245908319013,3.6381874414263082,7.97223082527608,342.2344499955721,357.89441192719175,567.4894036627308,1.8333841481320912,39.17763036248339,151.68269030023913,0.5707868532931659,4.9714760008184395,8.546179439770363,880,2024,5117,114,17,6304610,9.25628552142541,0.9641089244058239,0.14730439392679517,0.5461618277316788,0.7245181405078719,9.917945261794491,99.67735582653982,61.43439691439704,No
25,2007,18,High-Strength,Suspension,48.43142348117096,0.3934258622264848,178.18643347989652,5,266.6479340605528,49.593756679921775,21.214474605165513,-7.421391953801066,17.611342629542055,48.656359509147336,18.020947125158347,59.27577770722655,74.3654278026418,12.106365638169132,2.3412000097639463,35.28276092382336,76.00493649382426,5.840757490714745,15.972328649680305,38.41137522725657,0.927315498768829,1.333064153064155,8.500803147367513,329.12940078010763,350.50024281491324,547.0290397824106,7.7145659249855205,44.80115701862716,99.5879599844619,0.6478548252175371,1.939662135153959,9.923779925650406,957,2621,6161,89,4,1683156,5.51134130697112,0.07153064746760918,0.5194910402487793,0.4291403713876123,0.01911565767488177,2.161655565626975,59.127191917538724,57.119596526592545,Yes
26,1929,96,Normal,Beam,50.62260476808515,0.26661733467343773,86.87945064782197,12,259.7762798782871,21.02411656099489,10.973732764856383,-21.784167221610208,5.485267520365823,42.57087862762842,12.41819699244894,62.49998421804291,73.3982561231434,15.80360343827641,13.334962159690807,35.68804609630191,65.06057415216614,4.20158482593429,23.25848859059957,59.39839756130961,0.40654358797641266,4.184045664471119,5.860548099646158,349.02305291131734,442.4796667337066,512.4922669229289,5.2771733713251745,49.44587605937325,178.00099039699833,0.442741013285994,4.232237245448615,7.375219314376424,990,2803,8172,55,13,4192075,8.610961529120228,0.3134317378952638,0.5892168797496592,0.9165250844404478,0.14138492332384622,7.548791185802939,54.847775791891806,8.878220365806634,Yes
27,1937,88,Self-Consolidating,Truss,86.30137810117273,0.8734667566045569,169.14641965508108,11,784.5647893276389,22.121518619993928,64.99091198864069,-7.425132911709895,29.108565834458325,34.72606421591733,33.94281100165689,65.43447946542972,86.78857254509205,9.774137251906968,12.605503869883623,31.314548924283855,70.95780317043369,5.957346787293334,27.305095143826364,37.911833208458766,0.3611022862684671,1.59622906410923,9.93199928836087,326.24365138985814,429.0301261265655,468.7758479674533,2.7608903179097046,46.58745796608481,134.41700357570517,0.15214796798227903,2.690968716719858,9.776485596598175,337,3492,9767,109,6,3789579,3.016769734203324,0.22726488925622912,0.14035335971739893,0.058141402067828585,0.022526405882886236,8.747147096888675,78.25008877850846,31.19186369060235,Yes
28,1901,124,Normal,Suspension,65.92878631547094,0.39954403419593076,63.84470861260377,14,526.1312116524344,8.813810178861683,26.81198676679906,-25.982223563979684,10.03517813979251,22.467819172917682,18.20689182433056,41.25082150173213,80.22115562324807,14.576048414403008,9.405930632957444,42.834634016093986,78.55008853599367,7.076327222668388,28.209103153680317,54.43160706710164,0.9807552488640615,2.5617579533740296,7.53254362361999,318.2418112591252,431.12857337766036,567.511459406723,3.61912414954096,46.197834566798875,162.44397290394204,0.9193043270829956,1.3466576128970607,6.15706898809961,558,2445,6251,93,15,1255071,1.5862217449374412,0.016259439400052478,0.030609174783005066,0.21895163992151856,0.06353025495262277,3.858883998243604,69.01678215971862,90.73264973504817,Yes
29,1963,62,Self-Consolidating,Arch,26.14665168118951,0.3164480957656786,58.4033874431927,11,260.14903219878806,12.520295674787128,59.78363428323539,-25.31764421921093,27.370928367842094,20.91616046677318,10.45010390956868,55.13453515967902,95.8002967058264,11.480375994886995,12.374965650694598,24.94355139409648,68.55810804268978,6.386803440293721,14.80817094213814,43.72607702340236,0.829095160664451,1.3111257510832117,7.271746033523996,323.61850969298183,377.4618403823706,589.7513829095814,6.303753177622094,12.9464720114695,179.10670114091295,0.6809708672655352,1.4706829285895457,5.017069462410818,654,1963,7629,64,9,5538947,5.020449950957349,0.33830094279015976,0.6851658223689693,0.8001988777427193,0.7806426855191958,5.294973400066865,52.84705037232634,77.84316025604437,No
30,1959,66,High-Strength,Arch,28.991190608862446,0.48722928153055367,113.82315505133955,19,145.0628704035027,17.202910708193485,79.34815934128112,-25.37339312522601,14.576984948386993,26.24672131075387,33.912975429675875,66.92481541279382,76.73645149936041,19.965291152804188,13.410687133699074,49.08977338481235,98.27840777164191,9.507638959749938,18.798404899588927,49.70588915838468,0.45879770210405124,1.036409879485639,7.672894755774899,310.18073145462125,413.3366260210687,489.78444432748296,8.373565480437474,27.29593201204537,98.5621594065511,0.1748087037090671,3.937009923243866,9.231861785432063,981,4549,6463,114,10,4206108,6.077055451784391,0.7935887778320901,0.925569876525987,0.060688369714242296,0.33827931919933407,0.2049412797758876,53.76764834882534,54.898379618547075,No
31,1920,105,Self-Consolidating,Arch,10.57394521313513,0.5207062589272416,173.44994970373588,10,894.0861713180067,40.964106628849045,43.810206862480456,-29.50989034715697,8.959401818310765,38.36819122520269,27.577440110886386,48.80191075627747,90.00018763169967,1.5900059584270476,11.377926846587238,46.93119693168582,96.80846838117725,5.6168408602150794,27.599236857607167,49.06846649754729,0.6548845159421178,4.803301018767279,5.480099184382411,309.3194516293505,425.8144464514802,482.2376821148721,0.7525603074559906,30.495542033886487,150.2595455645689,0.7905474001438693,2.5727860912149754,9.892336302627331,612,2188,6013,87,4,2200175,2.5764954224908525,0.8169127369855025,0.4646738480786773,0.24769206306827407,0.3144942434341754,5.360353520414762,79.61259790661504,16.98226354433794,Yes
32,1932,93,High-Strength,Cable-Stayed,73.96030845474084,0.4608703838240705,28.51990971762871,10,695.2077562539835,36.12869635187437,78.04077606135758,-23.94853117186463,7.669611917307844,33.625922887937016,10.953751990953368,42.23064566800106,77.31717691982153,4.633421639965858,1.787477231817034,41.85422358999149,67.78096055068103,4.477741875261781,19.42680002543234,37.46424777290924,0.31236493287162104,1.8198433150980877,5.962024513255305,336.7296398373787,400.9073101745823,468.05898298319164,0.8722866243031258,42.167228319745774,113.14091606083278,0.648299860659017,1.64410081064409,6.340614173356128,495,3122,8196,57,9,5739549,1.530979815898769,0.04317073239154723,0.7810193005675417,0.9425948374709365,0.7265258511561581,6.198605599508195,90.5862245391177,6.990146950124398,Yes
33,1975,50,High-Strength,Truss,53.70504926450366,0.9811848900055611,117.40811864090917,13,533.239741703195,31.26419733938568,78.89751231114423,-15.880844731530836,17.766998729108103,38.05493511615906,16.75954436014255,51.146156703947334,75.06993608757884,11.428405840366029,1.3682756230437931,26.47125316108604,88.10031136010429,3.3140388342259386,12.829107725472998,48.45116820447207,0.960082798877004,1.3280442741612926,8.655026702411263,306.70007270768934,432.75971217281733,590.618710503173,9.669908332205795,23.25355028733446,193.67112760916456,0.37574691231059,4.424169834932787,8.742249105349066,782,1958,9180,71,18,1031091,4.185663673193432,0.2788674878460403,0.2152885647603593,0.882341605269141,0.009053417918724938,9.675283115282577,62.57487076176655,36.52775061451307,Yes
34,1957,68,Self-Consolidating,Beam,95.49675215533286,0.9046565354370801,125.8502878058847,15,965.8161588414811,43.87519465469776,30.02519124536248,-27.11534847537278,14.04618849610275,22.573464635163496,19.6763950416034,61.46303379136352,75.80562348598916,10.2366048324725,19.72911553763304,37.909928094637905,61.662027849314484,1.8509583222174797,19.54826424261905,56.69905429679683,0.3642020649044019,1.3678278716846628,9.692854750637924,324.82668032285295,376.12701610307056,579.4737820466399,6.580127852302024,32.306384725902426,138.36012344199673,0.23688760453750268,1.2781137694451439,7.378837573942929,282,4140,7405,54,13,6098944,9.960502974303902,0.6940532301751383,0.44799878049419894,0.07846999461427218,0.6756724972604904,5.739844593981709,69.3242778098576,89.3327593992985,Yes
35,1921,104,High-Strength,Beam,74.26115211234412,0.898380397167271,120.16157453773366,3,851.0950401543325,49.90123355058772,6.495736753291164,-29.75348509743025,27.93768776777558,44.832820612132494,38.15024390991559,69.30452244074527,78.66233538292025,1.8705388021977232,16.379892839266,37.6678513414063,87.2176133252025,6.469253422405221,22.227477081624784,35.09852443982804,0.14116587950308945,4.073432026749531,9.702704423388594,334.5424054503217,414.22148167183934,452.67259869675155,1.1875654741258856,20.50035853026392,67.96730141698848,0.16884216596004997,3.7739815096534928,6.116435014822635,674,1821,9830,63,16,6050432,4.86859962307529,0.23871246686433423,0.5438447628756684,0.4774613613731694,0.6940200556476243,7.430935823605357,96.58117437046174,50.3754893750401,Yes
36,2024,1,Self-Consolidating,Truss,19.283739468991,0.5190140724166159,51.51448207094978,11,186.3401619766357,22.314850619718506,14.81177605460157,-25.509127172469462,10.036037370079313,40.37191400234899,22.787554306026266,56.89918875786106,94.68127458250203,10.961507982085566,7.626652029680486,30.53525911708003,86.07529889366941,5.509814233261005,26.999223962530223,38.75927229364736,0.8720290837281349,3.4385467546049817,8.965327318521169,339.704606227576,422.8006643717564,472.31835154073656,8.829398384734375,28.742227947473097,75.8658968270102,0.6535019612132922,4.824079904661224,5.813983494181068,525,1789,7744,40,13,9713599,7.26800824765118,0.6898337601529492,0.2815055733682754,0.026038493330361012,0.07333706921207006,1.507889296643179,74.2396152377782,77.89234099533395,No
